match_id,season,gameweek,match_date,home_team,away_team,home_score,away_score,home_goals,away_goals,status,result
20160000,2016-17,1,2016-08-13T00:00:00Z,Burnley FC,Swansea City AFC,0,1,0,1,FINISHED,A
20160001,2016-17,1,2016-08-13T00:00:00Z,Crystal Palace FC,West Bromwich Albion FC,0,1,0,1,FINISHED,A
20160002,2016-17,1,2016-08-13T00:00:00Z,Everton FC,Tottenham Hotspur FC,1,1,1,1,FINISHED,D
20160003,2016-17,1,2016-08-13T00:00:00Z,Hull City AFC,Leicester City FC,2,1,2,1,FINISHED,H
20160004,2016-17,1,2016-08-13T00:00:00Z,Manchester City FC,Sunderland AFC,2,1,2,1,FINISHED,H
20160005,2016-17,1,2016-08-13T00:00:00Z,Middlesbrough FC,Stoke City FC,1,1,1,1,FINISHED,D
20160006,2016-17,1,2016-08-13T00:00:00Z,Southampton FC,Watford FC,1,1,1,1,FINISHED,D
20160007,2016-17,1,2016-08-14T00:00:00Z,Arsenal FC,Liverpool FC,3,4,3,4,FINISHED,A
20160008,2016-17,1,2016-08-14T00:00:00Z,AFC Bournemouth,Manchester United FC,1,3,1,3,FINISHED,A
20160009,2016-17,2,2016-08-15T00:00:00Z,Chelsea FC,West Ham United FC,2,1,2,1,FINISHED,H
20160010,2016-17,2,2016-08-19T00:00:00Z,Manchester United FC,Southampton FC,2,0,2,0,FINISHED,H
20160011,2016-17,2,2016-08-20T00:00:00Z,West Bromwich Albion FC,Everton FC,1,2,1,2,FINISHED,A
20160012,2016-17,2,2016-08-20T00:00:00Z,Watford FC,Chelsea FC,1,2,1,2,FINISHED,A
20160013,2016-17,2,2016-08-20T00:00:00Z,Tottenham Hotspur FC,Crystal Palace FC,1,0,1,0,FINISHED,H
20160014,2016-17,2,2016-08-20T00:00:00Z,Burnley FC,Liverpool FC,2,0,2,0,FINISHED,H
20160015,2016-17,2,2016-08-20T00:00:00Z,Stoke City FC,Manchester City FC,1,4,1,4,FINISHED,A
20160016,2016-17,2,2016-08-20T00:00:00Z,Leicester City FC,Arsenal FC,0,0,0,0,FINISHED,D
20160017,2016-17,2,2016-08-20T00:00:00Z,Swansea City AFC,Hull City AFC,0,2,0,2,FINISHED,A
20160018,2016-17,3,2016-08-21T00:00:00Z,Sunderland AFC,Middlesbrough FC,1,2,1,2,FINISHED,A
20160019,2016-17,3,2016-08-21T00:00:00Z,West Ham United FC,AFC Bournemouth,1,0,1,0,FINISHED,H
20160020,2016-17,3,2016-08-27T00:00:00Z,Southampton FC,Sunderland AFC,1,1,1,1,FINISHED,D
20160021,2016-17,3,2016-08-27T00:00:00Z,Watford FC,Arsenal FC,1,3,1,3,FINISHED,A
20160022,2016-17,3,2016-08-27T00:00:00Z,Tottenham Hotspur FC,Liverpool FC,1,1,1,1,FINISHED,D
20160023,2016-17,3,2016-08-27T00:00:00Z,Leicester City FC,Swansea City AFC,2,1,2,1,FINISHED,H
20160024,2016-17,3,2016-08-27T00:00:00Z,Hull City AFC,Manchester United FC,0,1,0,1,FINISHED,A
20160025,2016-17,3,2016-08-27T00:00:00Z,Everton FC,Stoke City FC,1,0,1,0,FINISHED,H
20160026,2016-17,3,2016-08-27T00:00:00Z,Crystal Palace FC,AFC Bournemouth,1,1,1,1,FINISHED,D
20160027,2016-17,3,2016-08-27T00:00:00Z,Chelsea FC,Burnley FC,3,0,3,0,FINISHED,H
20160028,2016-17,4,2016-08-28T00:00:00Z,Manchester City FC,West Ham United FC,3,1,3,1,FINISHED,H
20160029,2016-17,4,2016-08-28T00:00:00Z,West Bromwich Albion FC,Middlesbrough FC,0,0,0,0,FINISHED,D
20160030,2016-17,4,2016-09-10T00:00:00Z,West Ham United FC,Watford FC,2,4,2,4,FINISHED,A
20160031,2016-17,4,2016-09-10T00:00:00Z,Middlesbrough FC,Crystal Palace FC,1,2,1,2,FINISHED,A
20160032,2016-17,4,2016-09-10T00:00:00Z,Manchester United FC,Manchester City FC,1,2,1,2,FINISHED,A
20160033,2016-17,4,2016-09-10T00:00:00Z,Stoke City FC,Tottenham Hotspur FC,0,4,0,4,FINISHED,A
20160034,2016-17,4,2016-09-10T00:00:00Z,Burnley FC,Hull City AFC,1,1,1,1,FINISHED,D
20160035,2016-17,4,2016-09-10T00:00:00Z,AFC Bournemouth,West Bromwich Albion FC,1,0,1,0,FINISHED,H
20160036,2016-17,4,2016-09-10T00:00:00Z,Arsenal FC,Southampton FC,2,1,2,1,FINISHED,H
20160037,2016-17,4,2016-09-10T00:00:00Z,Liverpool FC,Leicester City FC,4,1,4,1,FINISHED,H
20160038,2016-17,5,2016-09-11T00:00:00Z,Swansea City AFC,Chelsea FC,2,2,2,2,FINISHED,D
20160039,2016-17,5,2016-09-12T00:00:00Z,Sunderland AFC,Everton FC,0,3,0,3,FINISHED,A
20160040,2016-17,5,2016-09-16T00:00:00Z,Chelsea FC,Liverpool FC,1,2,1,2,FINISHED,A
20160041,2016-17,5,2016-09-17T00:00:00Z,Everton FC,Middlesbrough FC,3,1,3,1,FINISHED,H
20160042,2016-17,5,2016-09-17T00:00:00Z,Hull City AFC,Arsenal FC,1,4,1,4,FINISHED,A
20160043,2016-17,5,2016-09-17T00:00:00Z,Leicester City FC,Burnley FC,3,0,3,0,FINISHED,H
20160044,2016-17,5,2016-09-17T00:00:00Z,Manchester City FC,AFC Bournemouth,4,0,4,0,FINISHED,H
20160045,2016-17,5,2016-09-17T00:00:00Z,West Bromwich Albion FC,West Ham United FC,4,2,4,2,FINISHED,H
20160046,2016-17,5,2016-09-18T00:00:00Z,Watford FC,Manchester United FC,3,1,3,1,FINISHED,H
20160047,2016-17,5,2016-09-18T00:00:00Z,Tottenham Hotspur FC,Sunderland AFC,1,0,1,0,FINISHED,H
20160048,2016-17,5,2016-09-18T00:00:00Z,Crystal Palace FC,Stoke City FC,4,1,4,1,FINISHED,H
20160049,2016-17,5,2016-09-18T00:00:00Z,Southampton FC,Swansea City AFC,1,0,1,0,FINISHED,H
20160050,2016-17,6,2016-09-24T00:00:00Z,Swansea City AFC,Manchester City FC,1,3,1,3,FINISHED,A
20160051,2016-17,6,2016-09-24T00:00:00Z,Arsenal FC,Chelsea FC,3,0,3,0,FINISHED,H
20160052,2016-17,6,2016-09-24T00:00:00Z,AFC Bournemouth,Everton FC,1,0,1,0,FINISHED,H
20160053,2016-17,6,2016-09-24T00:00:00Z,Liverpool FC,Hull City AFC,5,1,5,1,FINISHED,H
20160054,2016-17,6,2016-09-24T00:00:00Z,Manchester United FC,Leicester City FC,4,1,4,1,FINISHED,H
20160055,2016-17,6,2016-09-24T00:00:00Z,Middlesbrough FC,Tottenham Hotspur FC,1,2,1,2,FINISHED,A
20160056,2016-17,6,2016-09-24T00:00:00Z,Stoke City FC,West Bromwich Albion FC,1,1,1,1,FINISHED,D
20160057,2016-17,6,2016-09-24T00:00:00Z,Sunderland AFC,Crystal Palace FC,2,3,2,3,FINISHED,A
20160058,2016-17,6,2016-09-25T00:00:00Z,West Ham United FC,Southampton FC,0,3,0,3,FINISHED,A
20160059,2016-17,7,2016-09-26T00:00:00Z,Burnley FC,Watford FC,2,0,2,0,FINISHED,H
20160060,2016-17,7,2016-09-30T00:00:00Z,Everton FC,Crystal Palace FC,1,1,1,1,FINISHED,D
20160061,2016-17,7,2016-10-01T00:00:00Z,Hull City AFC,Chelsea FC,0,2,0,2,FINISHED,A
20160062,2016-17,7,2016-10-01T00:00:00Z,Sunderland AFC,West Bromwich Albion FC,1,1,1,1,FINISHED,D
20160063,2016-17,7,2016-10-01T00:00:00Z,Swansea City AFC,Liverpool FC,1,2,1,2,FINISHED,A
20160064,2016-17,7,2016-10-01T00:00:00Z,Watford FC,AFC Bournemouth,2,2,2,2,FINISHED,D
20160065,2016-17,7,2016-10-01T00:00:00Z,West Ham United FC,Middlesbrough FC,1,1,1,1,FINISHED,D
20160066,2016-17,7,2016-10-02T00:00:00Z,Manchester United FC,Stoke City FC,1,1,1,1,FINISHED,D
20160067,2016-17,7,2016-10-02T00:00:00Z,Tottenham Hotspur FC,Manchester City FC,2,0,2,0,FINISHED,H
20160068,2016-17,7,2016-10-02T00:00:00Z,Burnley FC,Arsenal FC,0,1,0,1,FINISHED,A
20160069,2016-17,7,2016-10-02T00:00:00Z,Leicester City FC,Southampton FC,0,0,0,0,FINISHED,D
20160070,2016-17,8,2016-10-15T00:00:00Z,West Bromwich Albion FC,Tottenham Hotspur FC,1,1,1,1,FINISHED,D
20160071,2016-17,8,2016-10-15T00:00:00Z,Stoke City FC,Sunderland AFC,2,0,2,0,FINISHED,H
20160072,2016-17,8,2016-10-15T00:00:00Z,Manchester City FC,Everton FC,1,1,1,1,FINISHED,D
20160073,2016-17,8,2016-10-15T00:00:00Z,Arsenal FC,Swansea City AFC,3,2,3,2,FINISHED,H
20160074,2016-17,8,2016-10-15T00:00:00Z,Chelsea FC,Leicester City FC,3,0,3,0,FINISHED,H
20160075,2016-17,8,2016-10-15T00:00:00Z,AFC Bournemouth,Hull City AFC,6,1,6,1,FINISHED,H
20160076,2016-17,8,2016-10-15T00:00:00Z,Crystal Palace FC,West Ham United FC,0,1,0,1,FINISHED,A
20160077,2016-17,8,2016-10-16T00:00:00Z,Middlesbrough FC,Watford FC,0,1,0,1,FINISHED,A
20160078,2016-17,8,2016-10-16T00:00:00Z,Southampton FC,Burnley FC,3,1,3,1,FINISHED,H
20160079,2016-17,9,2016-10-17T00:00:00Z,Liverpool FC,Manchester United FC,0,0,0,0,FINISHED,D
20160080,2016-17,9,2016-10-22T00:00:00Z,Arsenal FC,Middlesbrough FC,0,0,0,0,FINISHED,D
20160081,2016-17,9,2016-10-22T00:00:00Z,AFC Bournemouth,Tottenham Hotspur FC,0,0,0,0,FINISHED,D
20160082,2016-17,9,2016-10-22T00:00:00Z,Burnley FC,Everton FC,2,1,2,1,FINISHED,H
20160083,2016-17,9,2016-10-22T00:00:00Z,Hull City AFC,Stoke City FC,0,2,0,2,FINISHED,A
20160084,2016-17,9,2016-10-22T00:00:00Z,Leicester City FC,Crystal Palace FC,3,1,3,1,FINISHED,H
20160085,2016-17,9,2016-10-22T00:00:00Z,Liverpool FC,West Bromwich Albion FC,2,1,2,1,FINISHED,H
20160086,2016-17,9,2016-10-22T00:00:00Z,Swansea City AFC,Watford FC,0,0,0,0,FINISHED,D
20160087,2016-17,9,2016-10-22T00:00:00Z,West Ham United FC,Sunderland AFC,1,0,1,0,FINISHED,H
20160088,2016-17,10,2016-10-23T00:00:00Z,Chelsea FC,Manchester United FC,4,0,4,0,FINISHED,H
20160089,2016-17,10,2016-10-23T00:00:00Z,Manchester City FC,Southampton FC,1,1,1,1,FINISHED,D
20160090,2016-17,10,2016-10-29T00:00:00Z,Watford FC,Hull City AFC,1,0,1,0,FINISHED,H
20160091,2016-17,10,2016-10-29T00:00:00Z,West Bromwich Albion FC,Manchester City FC,0,4,0,4,FINISHED,A
20160092,2016-17,10,2016-10-29T00:00:00Z,Tottenham Hotspur FC,Leicester City FC,1,1,1,1,FINISHED,D
20160093,2016-17,10,2016-10-29T00:00:00Z,Sunderland AFC,Arsenal FC,1,4,1,4,FINISHED,A
20160094,2016-17,10,2016-10-29T00:00:00Z,Middlesbrough FC,AFC Bournemouth,2,0,2,0,FINISHED,H
20160095,2016-17,10,2016-10-29T00:00:00Z,Manchester United FC,Burnley FC,0,0,0,0,FINISHED,D
20160096,2016-17,10,2016-10-29T00:00:00Z,Crystal Palace FC,Liverpool FC,2,4,2,4,FINISHED,A
20160097,2016-17,11,2016-10-30T00:00:00Z,Everton FC,West Ham United FC,2,0,2,0,FINISHED,H
20160098,2016-17,11,2016-10-30T00:00:00Z,Southampton FC,Chelsea FC,0,2,0,2,FINISHED,A
20160099,2016-17,11,2016-10-31T00:00:00Z,Stoke City FC,Swansea City AFC,3,1,3,1,FINISHED,H
20160100,2016-17,11,2016-11-05T00:00:00Z,AFC Bournemouth,Sunderland AFC,1,2,1,2,FINISHED,A
20160101,2016-17,11,2016-11-05T00:00:00Z,Burnley FC,Crystal Palace FC,3,2,3,2,FINISHED,H
20160102,2016-17,11,2016-11-05T00:00:00Z,Chelsea FC,Everton FC,5,0,5,0,FINISHED,H
20160103,2016-17,11,2016-11-05T00:00:00Z,Manchester City FC,Middlesbrough FC,1,1,1,1,FINISHED,D
20160104,2016-17,11,2016-11-05T00:00:00Z,West Ham United FC,Stoke City FC,1,1,1,1,FINISHED,D
20160105,2016-17,11,2016-11-06T00:00:00Z,Swansea City AFC,Manchester United FC,1,3,1,3,FINISHED,A
20160106,2016-17,11,2016-11-06T00:00:00Z,Liverpool FC,Watford FC,6,1,6,1,FINISHED,H
20160107,2016-17,11,2016-11-06T00:00:00Z,Arsenal FC,Tottenham Hotspur FC,1,1,1,1,FINISHED,D
20160108,2016-17,11,2016-11-06T00:00:00Z,Hull City AFC,Southampton FC,2,1,2,1,FINISHED,H
20160109,2016-17,11,2016-11-06T00:00:00Z,Leicester City FC,West Bromwich Albion FC,1,2,1,2,FINISHED,A
20160110,2016-17,12,2016-11-19T00:00:00Z,Tottenham Hotspur FC,West Ham United FC,3,2,3,2,FINISHED,H
20160111,2016-17,12,2016-11-19T00:00:00Z,Crystal Palace FC,Manchester City FC,1,2,1,2,FINISHED,A
20160112,2016-17,12,2016-11-19T00:00:00Z,Everton FC,Swansea City AFC,1,1,1,1,FINISHED,D
20160113,2016-17,12,2016-11-19T00:00:00Z,Manchester United FC,Arsenal FC,1,1,1,1,FINISHED,D
20160114,2016-17,12,2016-11-19T00:00:00Z,Southampton FC,Liverpool FC,0,0,0,0,FINISHED,D
20160115,2016-17,12,2016-11-19T00:00:00Z,Stoke City FC,AFC Bournemouth,0,1,0,1,FINISHED,A
20160116,2016-17,12,2016-11-19T00:00:00Z,Sunderland AFC,Hull City AFC,3,0,3,0,FINISHED,H
20160117,2016-17,12,2016-11-19T00:00:00Z,Watford FC,Leicester City FC,2,1,2,1,FINISHED,H
20160118,2016-17,12,2016-11-20T00:00:00Z,Middlesbrough FC,Chelsea FC,0,1,0,1,FINISHED,A
20160119,2016-17,13,2016-11-21T00:00:00Z,West Bromwich Albion FC,Burnley FC,4,0,4,0,FINISHED,H
20160120,2016-17,13,2016-11-26T00:00:00Z,Burnley FC,Manchester City FC,1,2,1,2,FINISHED,A
20160121,2016-17,13,2016-11-26T00:00:00Z,Chelsea FC,Tottenham Hotspur FC,2,1,2,1,FINISHED,H
20160122,2016-17,13,2016-11-26T00:00:00Z,Hull City AFC,West Bromwich Albion FC,1,1,1,1,FINISHED,D
20160123,2016-17,13,2016-11-26T00:00:00Z,Leicester City FC,Middlesbrough FC,2,2,2,2,FINISHED,D
20160124,2016-17,13,2016-11-26T00:00:00Z,Liverpool FC,Sunderland AFC,2,0,2,0,FINISHED,H
20160125,2016-17,13,2016-11-26T00:00:00Z,Swansea City AFC,Crystal Palace FC,5,4,5,4,FINISHED,H
20160126,2016-17,13,2016-11-27T00:00:00Z,Arsenal FC,AFC Bournemouth,3,1,3,1,FINISHED,H
20160127,2016-17,13,2016-11-27T00:00:00Z,Manchester United FC,West Ham United FC,1,1,1,1,FINISHED,D
20160128,2016-17,13,2016-11-27T00:00:00Z,Southampton FC,Everton FC,1,0,1,0,FINISHED,H
20160129,2016-17,13,2016-11-27T00:00:00Z,Watford FC,Stoke City FC,0,1,0,1,FINISHED,A
20160130,2016-17,14,2016-12-03T00:00:00Z,West Ham United FC,Arsenal FC,1,5,1,5,FINISHED,A
20160131,2016-17,14,2016-12-03T00:00:00Z,West Bromwich Albion FC,Watford FC,3,1,3,1,FINISHED,H
20160132,2016-17,14,2016-12-03T00:00:00Z,Tottenham Hotspur FC,Swansea City AFC,5,0,5,0,FINISHED,H
20160133,2016-17,14,2016-12-03T00:00:00Z,Crystal Palace FC,Southampton FC,3,0,3,0,FINISHED,H
20160134,2016-17,14,2016-12-03T00:00:00Z,Stoke City FC,Burnley FC,2,0,2,0,FINISHED,H
20160135,2016-17,14,2016-12-03T00:00:00Z,Manchester City FC,Chelsea FC,1,3,1,3,FINISHED,A
20160136,2016-17,14,2016-12-03T00:00:00Z,Sunderland AFC,Leicester City FC,2,1,2,1,FINISHED,H
20160137,2016-17,14,2016-12-04T00:00:00Z,AFC Bournemouth,Liverpool FC,4,3,4,3,FINISHED,H
20160138,2016-17,14,2016-12-04T00:00:00Z,Everton FC,Manchester United FC,1,1,1,1,FINISHED,D
20160139,2016-17,15,2016-12-05T00:00:00Z,Middlesbrough FC,Hull City AFC,1,0,1,0,FINISHED,H
20160140,2016-17,15,2016-12-10T00:00:00Z,Swansea City AFC,Sunderland AFC,3,0,3,0,FINISHED,H
20160141,2016-17,15,2016-12-10T00:00:00Z,Watford FC,Everton FC,3,2,3,2,FINISHED,H
20160142,2016-17,15,2016-12-10T00:00:00Z,Leicester City FC,Manchester City FC,4,2,4,2,FINISHED,H
20160143,2016-17,15,2016-12-10T00:00:00Z,Arsenal FC,Stoke City FC,3,1,3,1,FINISHED,H
20160144,2016-17,15,2016-12-10T00:00:00Z,Burnley FC,AFC Bournemouth,3,2,3,2,FINISHED,H
20160145,2016-17,15,2016-12-10T00:00:00Z,Hull City AFC,Crystal Palace FC,3,3,3,3,FINISHED,D
20160146,2016-17,15,2016-12-11T00:00:00Z,Chelsea FC,West Bromwich Albion FC,1,0,1,0,FINISHED,H
20160147,2016-17,15,2016-12-11T00:00:00Z,Liverpool FC,West Ham United FC,2,2,2,2,FINISHED,D
20160148,2016-17,15,2016-12-11T00:00:00Z,Manchester United FC,Tottenham Hotspur FC,1,0,1,0,FINISHED,H
20160149,2016-17,15,2016-12-11T00:00:00Z,Southampton FC,Middlesbrough FC,1,0,1,0,FINISHED,H
20160150,2016-17,16,2016-12-13T00:00:00Z,AFC Bournemouth,Leicester City FC,1,0,1,0,FINISHED,H
20160151,2016-17,16,2016-12-13T00:00:00Z,Everton FC,Arsenal FC,2,1,2,1,FINISHED,H
20160152,2016-17,16,2016-12-14T00:00:00Z,West Ham United FC,Burnley FC,1,0,1,0,FINISHED,H
20160153,2016-17,16,2016-12-14T00:00:00Z,West Bromwich Albion FC,Swansea City AFC,3,1,3,1,FINISHED,H
20160154,2016-17,16,2016-12-14T00:00:00Z,Tottenham Hotspur FC,Hull City AFC,3,0,3,0,FINISHED,H
20160155,2016-17,16,2016-12-14T00:00:00Z,Sunderland AFC,Chelsea FC,0,1,0,1,FINISHED,A
20160156,2016-17,16,2016-12-14T00:00:00Z,Crystal Palace FC,Manchester United FC,1,2,1,2,FINISHED,A
20160157,2016-17,16,2016-12-14T00:00:00Z,Middlesbrough FC,Liverpool FC,0,3,0,3,FINISHED,A
20160158,2016-17,16,2016-12-14T00:00:00Z,Manchester City FC,Watford FC,2,0,2,0,FINISHED,H
20160159,2016-17,16,2016-12-14T00:00:00Z,Stoke City FC,Southampton FC,0,0,0,0,FINISHED,D
20160160,2016-17,17,2016-12-17T00:00:00Z,West Bromwich Albion FC,Manchester United FC,0,2,0,2,FINISHED,A
20160161,2016-17,17,2016-12-17T00:00:00Z,Sunderland AFC,Watford FC,1,0,1,0,FINISHED,H
20160162,2016-17,17,2016-12-17T00:00:00Z,West Ham United FC,Hull City AFC,1,0,1,0,FINISHED,H
20160163,2016-17,17,2016-12-17T00:00:00Z,Middlesbrough FC,Swansea City AFC,3,0,3,0,FINISHED,H
20160164,2016-17,17,2016-12-17T00:00:00Z,Crystal Palace FC,Chelsea FC,0,1,0,1,FINISHED,A
20160165,2016-17,17,2016-12-17T00:00:00Z,Stoke City FC,Leicester City FC,2,2,2,2,FINISHED,D
20160166,2016-17,17,2016-12-18T00:00:00Z,AFC Bournemouth,Southampton FC,1,3,1,3,FINISHED,A
20160167,2016-17,17,2016-12-18T00:00:00Z,Manchester City FC,Arsenal FC,2,1,2,1,FINISHED,H
20160168,2016-17,17,2016-12-18T00:00:00Z,Tottenham Hotspur FC,Burnley FC,2,1,2,1,FINISHED,H
20160169,2016-17,18,2016-12-19T00:00:00Z,Everton FC,Liverpool FC,0,1,0,1,FINISHED,A
20160170,2016-17,18,2016-12-26T00:00:00Z,Watford FC,Crystal Palace FC,1,1,1,1,FINISHED,D
20160171,2016-17,18,2016-12-26T00:00:00Z,Swansea City AFC,West Ham United FC,1,4,1,4,FINISHED,A
20160172,2016-17,18,2016-12-26T00:00:00Z,Leicester City FC,Everton FC,0,2,0,2,FINISHED,A
20160173,2016-17,18,2016-12-26T00:00:00Z,Manchester United FC,Sunderland AFC,3,1,3,1,FINISHED,H
20160174,2016-17,18,2016-12-26T00:00:00Z,Chelsea FC,AFC Bournemouth,3,0,3,0,FINISHED,H
20160175,2016-17,18,2016-12-26T00:00:00Z,Burnley FC,Middlesbrough FC,1,0,1,0,FINISHED,H
20160176,2016-17,18,2016-12-26T00:00:00Z,Arsenal FC,West Bromwich Albion FC,1,0,1,0,FINISHED,H
20160177,2016-17,18,2016-12-26T00:00:00Z,Hull City AFC,Manchester City FC,0,3,0,3,FINISHED,A
20160178,2016-17,19,2016-12-27T00:00:00Z,Liverpool FC,Stoke City FC,4,1,4,1,FINISHED,H
20160179,2016-17,19,2016-12-28T00:00:00Z,Southampton FC,Tottenham Hotspur FC,1,4,1,4,FINISHED,A
20160180,2016-17,19,2016-12-30T00:00:00Z,Hull City AFC,Everton FC,2,2,2,2,FINISHED,D
20160181,2016-17,19,2016-12-31T00:00:00Z,Southampton FC,West Bromwich Albion FC,1,2,1,2,FINISHED,A
20160182,2016-17,19,2016-12-31T00:00:00Z,Burnley FC,Sunderland AFC,4,1,4,1,FINISHED,H
20160183,2016-17,19,2016-12-31T00:00:00Z,Chelsea FC,Stoke City FC,4,2,4,2,FINISHED,H
20160184,2016-17,19,2016-12-31T00:00:00Z,Leicester City FC,West Ham United FC,1,0,1,0,FINISHED,H
20160185,2016-17,19,2016-12-31T00:00:00Z,Liverpool FC,Manchester City FC,1,0,1,0,FINISHED,H
20160186,2016-17,19,2016-12-31T00:00:00Z,Manchester United FC,Middlesbrough FC,2,1,2,1,FINISHED,H
20160187,2016-17,19,2016-12-31T00:00:00Z,Swansea City AFC,AFC Bournemouth,0,3,0,3,FINISHED,A
20160188,2016-17,20,2017-01-01T00:00:00Z,Watford FC,Tottenham Hotspur FC,1,4,1,4,FINISHED,A
