fpl_id,player_name,full_name,team_code,position,price,selected_by_percent,form,points_per_game,total_points,goals_scored,assists,clean_sheets,minutes,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,status,news,chance_of_playing_next_round,fpl_team_id,short_name,team_name
72,Senesi,Marcos Senesi Barón,91,2,4.9,16.7,2.5,4.8,76,0,3,5,1398,6,0,6,563.4,246.5,69.0,87.9,a,,100.0,,,
73,Smith,Adam Smith,91,2,4.4,0.2,1.5,2.4,19,0,1,2,476,1,0,0,53.6,28.3,14.0,9.5,a,,100.0,,,
74,Truffert,Adrien Truffert,91,2,4.5,2.3,2.7,3.6,61,0,1,5,1502,3,0,7,358.4,276.4,75.0,70.9,a,,,,,
75,Akinmboni,Matai Akinmboni,91,2,3.8,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,d,Muscle injury - 25% chance of playing,25.0,,,
76,Bevan,Owen Bevan,91,2,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
77,Hill,James Hill,91,2,3.9,0.7,0.3,2.1,19,0,0,2,302,1,0,0,47.2,5.4,43.0,9.6,a,,,,,
78,J.Araujo,Julián Araujo Zúñiga,91,2,3.8,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,,,
79,Mepham,Chris Mepham,91,2,4.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined West Bromwich Albion permanently.,0.0,,,
80,Soler,Julio Soler Barreto,91,2,4.0,0.2,0.2,1.0,2,0,0,0,21,0,0,0,0.6,1.8,2.0,0.4,a,,100.0,,,
81,Kluivert,Justin Kluivert,91,3,7.0,0.9,1.8,1.9,29,1,0,4,706,3,0,1,90.4,200.8,69.0,35.9,a,,100.0,,,
82,Semenyo,Antoine Semenyo,91,3,7.7,47.1,4.0,6.2,99,8,4,5,1440,4,0,12,457.4,311.6,475.0,124.6,a,,100.0,,,
84,Tavernier,Marcus Tavernier,91,3,5.6,3.2,3.5,4.4,75,4,2,6,1336,1,0,8,319.6,360.8,268.0,95.0,a,,,,,
85,Adams,Tyler Adams,91,3,5.0,0.3,1.8,3.3,50,2,1,4,1196,5,0,3,266.2,74.0,105.0,44.7,i,Knee injury - Expected back 21 Feb,0.0,,,
86,Brooks,David Brooks,91,3,5.0,0.2,0.7,1.7,26,0,1,4,718,6,0,1,98.2,189.8,233.0,50.7,a,,100.0,,,
87,Christie,Ryan Christie,91,3,4.9,0.1,0.2,1.6,18,1,1,0,287,1,0,0,79.4,58.0,84.0,22.3,a,,100.0,,,
88,Cook,Lewis Cook,91,3,4.9,0.0,0.3,1.4,11,0,0,0,304,0,1,0,68.2,105.8,8.0,18.4,a,,100.0,,,
89,Philip,Philip Billing,91,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Midtjylland permanently.,0.0,,,
90,Scott,Alex Scott,91,3,5.0,0.3,2.0,2.9,49,1,1,5,1072,2,0,2,190.2,132.8,109.0,42.7,a,,,,,
91,Sinisterra,Luis Sinisterra Lucumí,91,3,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Cruzeiro on loan for the rest of the season.,0.0,,,
92,Faivre,Romain Faivre,91,3,4.5,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Al Taawoun permanently.,0.0,,,
93,H.Traorè,Hamed Traorè,91,3,4.5,0.3,0.0,4.0,4,0,1,0,16,0,0,0,21.2,10.0,0.0,3.1,u,has joined Marseille on loan for the rest of the season.,0.0,,,
94,Sadi,Dominic Sadi,91,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Novi Pazar on loan for the rest of the season.,0.0,,,
95,Silcott-Duberry,Zain Silcott-Duberry,91,3,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Olympiakos permanently.,0.0,,,
96,Winterburn,Ben Winterburn,91,3,4.5,0.0,0.0,1.0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,u,has joined Barnet on loan for the rest of the season.,0.0,,,
97,Evanilson,Francisco Evanilson de Lima Barbosa,91,4,7.0,1.8,2.7,3.1,46,2,3,5,1144,1,0,2,103.6,170.9,346.0,61.7,a,,100.0,,,
98,Enes Ünal,Enes Ünal,91,4,5.4,0.0,0.5,1.7,10,1,0,0,61,1,0,1,38.0,3.1,39.0,7.9,a,,100.0,,,
99,Adu-Adjei,Daniel Adu-Adjei,91,4,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined HNK Rijeka permanently.,0.0,,,
100,Kroupi.Jr,Junior Kroupi,91,4,4.6,4.1,1.5,3.2,41,5,0,2,444,1,0,4,195.0,70.5,223.0,48.7,a,,,,,
391,Gannon-Doak,Ben Gannon-Doak,91,3,4.8,0.0,0.0,1.8,7,0,1,0,53,0,0,0,21.2,14.0,11.0,4.7,i,Hamstring injury - Unknown return date,0.0,,,
685,Diakité,Bafodé Diakité,91,2,4.4,0.4,2.2,3.1,43,0,0,4,1215,1,0,2,253.2,54.3,22.0,33.0,a,,100.0,,,
687,Rees-Dottin,Remy Rees-Dottin,91,3,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
697,Adli,Amine Adli,91,3,5.4,0.0,1.7,1.5,19,1,0,0,385,0,0,0,103.8,74.1,96.0,27.1,a,,,,,
713,A.Jimenez,Álex Jiménez Sánchez,91,2,4.5,0.1,2.5,1.8,24,0,1,2,797,4,0,0,111.4,88.9,56.0,25.5,a,,,,,
721,Milosavljević,Veljko Milosavljevic,91,2,4.4,0.0,0.7,3.4,17,0,0,1,365,0,0,0,98.4,13.9,10.0,12.2,i,Knee injury - Expected back 21 Feb,0.0,,,
756,DaCosta,Malcom DaCosta,91,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
27,Nelson,Reiss Nelson,94,3,4.8,0.1,0.2,1.0,3,0,0,0,31,0,0,0,16.2,2.4,9.0,2.7,a,,100.0,,,
83,O.Dango,Dango Ouattara,94,3,5.9,0.6,3.3,4.3,64,3,4,3,1061,3,0,6,183.6,96.5,309.0,58.4,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
101,Kelleher,Caoimhín Kelleher,94,1,4.5,8.4,3.7,3.3,56,0,0,3,1530,1,0,2,380.4,10.0,0.0,39.2,a,,100.0,,,
102,Balcombe,Ellery Balcombe,94,1,3.9,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
103,Cox,Matthew Cox,94,1,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
104,Eyestone,Julian Eyestone,94,1,3.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
105,Valdimarsson,Hákon Rafn Valdimarsson,94,1,3.9,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
106,Collins,Nathan Collins,94,2,4.9,1.6,3.3,3.1,53,0,0,3,1456,4,0,2,398.0,65.4,157.0,62.2,a,,,,,
107,Lewis-Potter,Keane Lewis-Potter,94,2,4.8,1.5,5.0,3.4,51,2,1,4,640,1,0,3,154.8,97.0,117.0,36.8,a,,,,,
108,Ajer,Kristoffer Ajer,94,2,4.4,0.2,0.2,2.2,24,0,2,1,611,1,0,0,114.6,26.3,101.0,24.3,a,,100.0,,,
109,Henry,Rico Henry,94,2,4.3,0.1,2.2,1.5,19,0,1,1,442,2,0,0,50.4,28.5,19.0,9.7,a,,,,,
110,Kayode,Michael Kayode,94,2,4.5,0.7,2.2,2.8,48,0,1,3,1477,3,0,6,301.8,256.2,54.0,61.3,a,,,,,
111,Pinnock,Ethan Pinnock,94,2,4.2,0.1,0.7,1.3,4,0,0,0,228,1,0,0,62.8,1.1,12.0,7.6,a,,100.0,,,
112,Roerslev,Mads Roerslev Rasmussen,94,2,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Southampton permanently.,0.0,,,
113,Van den Berg,Sepp van den Berg,94,2,4.5,1.3,2.5,3.1,52,0,0,3,1530,1,0,0,341.4,31.7,173.0,54.7,a,,,,,
114,Arthur,Benjamin Arthur,94,2,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,,,
115,Fredrick,Benjamin Fredrick,94,2,4.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Dender on loan for the rest of the season.,0.0,,,
116,Hickey,Aaron Hickey,94,2,4.0,0.5,2.5,2.4,24,0,0,2,410,1,0,0,49.4,9.9,35.0,9.5,a,,100.0,,,
117,Ji-soo,Kim Ji-soo,94,2,3.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Kaiserslautern on loan for the rest of the season.,0.0,,,
118,Meghoma,Jayden Meghoma,94,2,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Rangers on loan for the rest of the season.,0.0,,,
120,Schade,Kevin Schade,94,3,7.0,0.8,1.3,3.1,50,3,2,4,1323,5,0,2,245.8,207.1,363.0,81.7,a,,100.0,,,
121,Damsgaard,Mikkel Damsgaard,94,3,5.8,0.6,2.0,3.1,47,1,2,2,1028,0,0,3,226.0,332.5,120.0,67.9,a,,,,,
122,Milambo,Antoni Milambo,94,3,5.2,0.0,0.0,1.0,1,0,0,0,45,0,0,0,4.0,1.8,0.0,0.6,i,Knee injury - Expected back 01 Jun,0.0,,,
123,Carvalho,Fábio Freitas Gouveia Carvalho,94,3,4.7,0.1,0.0,2.2,13,1,0,0,100,0,0,1,39.0,6.5,36.0,8.1,i,Knee injury - Expected back 01 Jun,0.0,,,
124,Henderson,Jordan Henderson,94,3,5.0,0.5,3.7,3.3,53,1,3,3,1218,3,0,5,248.6,244.3,37.0,52.9,a,,100.0,,,
125,Janelt,Vitaly Janelt,94,3,4.9,0.0,2.5,2.1,25,0,1,2,398,2,0,2,85.4,92.9,29.0,20.5,a,,100.0,,,
126,Jensen,Mathias Jensen,94,3,4.9,0.1,1.8,2.2,33,2,0,2,540,0,0,0,129.6,95.2,49.0,27.3,a,,,,,
127,Nunes,Gustavo Nunes Fernandes Gomes,94,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,,,
128,Onyeka,Frank Onyeka,94,3,4.8,0.0,0.0,2.0,12,0,2,0,88,0,0,0,28.4,13.6,4.0,4.6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
129,Yarmoliuk,Yehor Yarmoliuk,94,3,5.0,0.1,1.5,2.6,44,0,1,3,1217,3,0,0,179.8,128.0,49.0,35.6,a,,100.0,,,
130,Donovan,Romelle Donovan,94,3,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
131,Konak,Yunus Emre Konak,94,3,4.3,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
132,Maghoma,Paris Maghoma,94,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,,,
133,Peart-Harris,Myles Peart-Harris,94,3,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
134,Trevitt,Ryan Trevitt,94,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Wigan on loan for the rest of the season,0.0,,,
136,Thiago,Igor Thiago Nascimento Rodrigues,94,4,7.0,29.9,3.3,4.9,84,11,0,3,1401,3,0,12,467.6,125.2,511.0,110.4,a,,100.0,,,
137,Morgan,Iwan Morgan,94,4,4.4,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
748,Dasilva,Josh Dasilva,94,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Knee injury - Expected back 01 Jan,0.0,,,
138,Steele,Jason Steele,36,1,4.2,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
139,Verbruggen,Bart Verbruggen,36,1,4.4,5.4,3.8,3.3,56,0,0,4,1530,2,0,3,441.6,10.0,0.0,45.1,a,,,,,
140,McGill,Tom McGill,36,1,3.9,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
141,Rushworth,Carl Rushworth,36,1,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Coventry City on loan for the rest of the season.,0.0,,,
142,Scherpen,Kjell Scherpen,36,1,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Union SG permanently,0.0,,,
143,Boscagli,Olivier Boscagli,36,2,4.2,0.1,1.5,3.0,9,0,0,1,142,1,0,2,39.0,10.2,2.0,5.2,a,,,,,
144,Coppola,Diego Coppola,36,2,4.2,0.1,1.2,2.5,10,0,0,1,107,1,0,0,36.4,2.7,0.0,3.9,a,,,,,
145,De Cuyper,Maxim De Cuyper,36,2,4.3,2.4,4.8,3.3,46,2,0,3,763,1,0,6,177.4,263.5,113.0,55.5,a,,100.0,,,
146,Dunk,Lewis Dunk,36,2,4.5,0.9,1.2,2.3,37,0,1,3,1395,5,0,0,274.6,43.8,64.0,38.4,a,,100.0,,,
147,Estupiñan,Pervis Estupiñán Tenorio,36,2,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined AC Milan permanently,0.0,,,
148,F.Kadıoğlu,Ferdi Kadıoğlu,36,2,4.4,0.2,2.7,2.5,40,0,0,4,1242,4,0,1,184.6,144.9,84.0,41.6,a,,,,,
150,Lamptey,Tariq Lamptey,36,2,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Fiorentina permanently.,0.0,,,
151,Van Hecke,Jan Paul van Hecke,36,2,4.6,3.9,4.0,4.1,66,3,1,3,1440,3,0,4,481.8,87.6,178.0,75.0,d,Illness - 75% chance of playing,75.0,,,
152,Veltman,Joël Veltman,36,2,4.3,0.1,0.5,1.2,11,0,0,0,403,3,0,0,100.6,47.5,10.0,15.9,a,,100.0,,,
153,Webster,Adam Webster,36,2,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Knee injury - Unknown return date,0.0,,,
154,Cashin,Eiran Cashin,36,2,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Birmingham on loan for the rest of the season.,0.0,,,
155,Slater,Jacob Slater,36,2,4.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Harrogate Town on loan until January.,0.0,,,
156,Tasker,Charlie Tasker,36,2,3.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
157,Mitoma,Mitoma Kaoru,36,3,6.1,1.8,0.3,2.8,22,1,1,1,560,1,0,0,98.4,140.0,106.0,34.1,a,,100.0,,,
158,Georginio,Georginio Rutter,36,3,5.6,0.4,2.8,3.3,49,1,4,5,1082,2,0,2,178.0,208.7,268.0,65.5,a,,100.0,,,
159,March,Solly March,36,3,5.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Knee injury - Expected back 03 Jan,0.0,,,
160,Minteh,Yankuba Minteh,36,3,6.0,6.3,2.2,4.4,74,1,7,6,1441,0,0,6,272.0,409.9,370.0,105.5,a,,,,,
161,Enciso,Julio Enciso Espínola,36,3,5.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Strasbourg permanently.,0.0,,,
162,Gruda,Brajan Gruda,36,3,5.4,0.1,1.3,2.1,27,1,1,1,467,2,0,2,106.2,151.8,120.0,37.8,a,,100.0,,,
163,Hinshelwood,Jack Hinshelwood,36,3,5.1,0.1,2.5,2.9,26,1,2,1,408,0,0,1,85.8,45.8,31.0,16.4,a,,100.0,,,
164,O'Riley,Matt O'Riley,36,3,5.5,0.3,0.0,6.0,12,1,0,1,177,0,0,2,60.8,66.6,63.0,19.0,u,has joined Marseille on loan for the rest of the season.,0.0,,,
165,Sima,Abdallah Sima,36,3,5.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Lens permanently.,0.0,,,
166,Ayari,Yasin Ayari,36,3,4.8,0.2,1.2,2.7,40,1,0,4,1167,0,0,2,166.0,153.5,143.0,46.3,a,,100.0,,,
167,Baleba,Carlos Baleba,36,3,4.6,1.4,1.3,1.6,25,0,0,4,894,4,0,0,63.2,68.4,16.0,14.7,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
169,Gomez,Diego Gómez Amarilla,36,3,4.9,0.1,1.2,2.4,36,2,0,3,956,5,0,3,209.8,179.7,254.0,64.4,a,,100.0,,,
170,Milner,James Milner,36,3,4.9,0.1,0.3,1.9,17,1,1,0,209,1,0,0,85.2,84.2,21.0,19.0,a,,100.0,,,
171,Sarmiento,Jeremy Sarmiento Morante,36,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Cremonese on loan for the rest of the season.,0.0,,,
172,Watson,Tom Watson,36,3,4.8,0.0,0.2,1.0,3,0,0,0,44,0,0,0,5.8,2.1,7.0,1.5,a,,100.0,,,
173,Wieffer,Mats Wieffer,36,3,4.9,0.3,2.8,3.8,57,0,4,3,1134,4,0,3,287.2,218.3,120.0,62.7,d,Knock - 75% chance of playing,75.0,,,
174,Yalcouye,Malick Yalcouyé,36,3,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Swansea City on loan for the rest of the season.,0.0,,,
175,Knight,Joe Knight,36,3,4.4,0.1,0.0,1.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
176,Mazilu,Adrian Mazilu,36,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Dinamo Bucharest permanently.,0.0,,,
177,Moran,Andrew Moran,36,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Los Angeles FC on loan for the rest of the season.,0.0,,,
178,Welbeck,Danny Welbeck,36,4,6.4,5.0,1.0,3.7,59,7,0,3,984,2,0,8,265.6,137.7,287.0,68.6,d,Back injury - 75% chance of playing,75.0,,,
179,Ferguson,Evan Ferguson,36,4,5.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined AS Roma on loan for the rest of the season,0.0,,,
180,Tzimas,Stefanos Tzimas,36,4,5.2,0.1,1.0,1.8,16,1,1,0,132,0,0,0,66.6,65.7,44.0,17.7,i,Knee injury - Expected back 01 Jun,0.0,,,
181,Kostoulas,Charalampos Kostoulas,36,4,4.8,0.3,0.7,1.5,12,1,0,0,87,0,0,0,53.8,56.2,117.0,22.7,a,,,,,
744,Oriola,Nehemiah Oriola,36,3,4.5,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
761,Simmonds,Freddie Simmonds,36,2,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
168,Buonanotte,Facundo Buonanotte,8,3,4.6,0.1,0.0,1.0,1,0,0,0,45,0,0,0,5.6,25.1,8.0,3.9,a,,100.0,8.0,CRY,Crystal Palace FC
220,Sánchez,Robert Lynch Sánchez,8,1,4.9,14.9,4.0,3.9,67,0,1,8,1444,2,1,4,327.0,50.0,0.0,37.5,a,,,8.0,CRY,Crystal Palace FC
221,Jörgensen,Filip Jörgensen,8,1,4.3,0.2,0.0,1.0,1,0,0,0,84,0,0,0,9.4,0.0,0.0,0.9,a,,,8.0,CRY,Crystal Palace FC
222,Penders,Mike Penders,8,1,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined RC Strasbourg on loan for the rest of the season.,0.0,8.0,CRY,Crystal Palace FC
223,Slonina,Gabriel Słonina,8,1,3.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,8.0,CRY,Crystal Palace FC
224,Cucurella,Marc Cucurella Saseta,8,2,6.2,22.0,2.5,4.1,70,0,2,8,1436,3,0,5,286.6,289.9,107.0,68.3,a,,,8.0,CRY,Crystal Palace FC
225,James,Reece James,8,2,5.6,9.8,4.5,4.6,74,2,4,5,1111,2,0,7,307.2,293.2,80.0,68.1,a,,100.0,8.0,CRY,Crystal Palace FC
226,Chalobah,Trevoh Chalobah,8,2,5.5,19.4,5.5,5.9,94,3,1,8,1380,2,1,7,418.0,77.0,134.0,62.9,a,,100.0,8.0,CRY,Crystal Palace FC
227,Colwill,Levi Samuels Colwill,8,2,4.8,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Anterior cruciate ligament - Unknown return date,0.0,8.0,CRY,Crystal Palace FC
228,Gusto,Malo Gusto,8,2,5.0,2.6,4.5,4.5,67,2,2,6,940,1,1,7,237.2,178.6,102.0,51.8,a,,100.0,8.0,CRY,Crystal Palace FC
229,B.Badiashile,Benoît Badiashile Mukinayi,8,2,4.4,0.0,0.0,0.0,0,0,0,0,155,2,0,0,24.8,3.7,0.0,2.9,a,,100.0,8.0,CRY,Crystal Palace FC
230,Fofana,Wesley Fofana,8,2,4.4,0.5,3.8,4.2,38,0,0,4,667,1,0,3,157.4,10.8,18.0,18.7,a,,100.0,8.0,CRY,Crystal Palace FC
231,M.Sarr,Mamadou Sarr,8,2,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined RC Strasbourg on loan for the rest of the season.,0.0,8.0,CRY,Crystal Palace FC
232,Tosin,Tosin Adarabioyo,8,2,4.1,0.3,0.5,3.0,27,0,0,2,557,1,0,2,167.8,17.6,19.0,20.5,a,,100.0,8.0,CRY,Crystal Palace FC
233,Acheampong,Josh Acheampong,8,2,3.8,1.3,0.0,5.4,27,1,0,2,348,0,0,5,88.4,8.5,60.0,15.8,a,,100.0,8.0,CRY,Crystal Palace FC
234,Anselmino,Aarón Anselmino,8,2,4.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Borussia Dortmund on loan for the rest of the season.,0.0,8.0,CRY,Crystal Palace FC
235,Palmer,Cole Palmer,8,3,10.4,11.6,2.2,3.4,24,2,1,1,366,0,0,1,98.4,74.4,105.0,27.6,a,,100.0,8.0,CRY,Crystal Palace FC
236,Neto,Pedro Lomba Neto,8,3,7.3,9.0,3.0,4.6,78,5,3,8,1324,2,0,6,342.4,425.8,337.0,110.7,a,,100.0,8.0,CRY,Crystal Palace FC
237,Enzo,Enzo Fernández,8,3,6.5,9.7,1.8,4.4,70,4,2,7,1366,2,0,6,338.8,398.7,363.0,110.2,a,,100.0,8.0,CRY,Crystal Palace FC
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,8,3,6.4,1.9,0.5,2.3,32,1,3,2,449,3,0,2,108.4,155.8,183.0,44.7,a,,100.0,8.0,CRY,Crystal Palace FC
